,Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
3915,C10H16N2,164.2474,5058,1.0,NCGC00258442-01,CCN(CC)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7facf9426a50>,0.0,1.0,,0.0,1.0,1.0,,0.0,,,0.0
3917,C20H23F3N2O2,380.404,27251,0.0,NCGC00254228-01,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7facf9426c10>,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0
3919,C10H10N4OS,234.2776,26413,,NCGC00164522-01,CN1C(=O)/C(=N/NC(N)=S)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7facf9426dd0>,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3920,C19H30OS,306.5059,25367,,NCGC00016609-01,C[C@]12C[C@H]3S[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7facf9426eb0>,1.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
3922,C44H73NO20,936.0451,28530,,NCGC00182556-02,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O.O=C(O)C(O)C(O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7facf942d0b0>,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3929,C21H29Na2O8P,486.4035,26647,,NCGC00167464-01,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7facf942d6d0>,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3930,C6H15BrSn,285.7973,20712,1.0,NCGC00255531-01,CC[Sn](Br)(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x7facf942d7b0>,0.0,,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0
3932,C21H29FO4,364.451,28691,,NCGC00183865-01,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x7facf942d970>,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3939,C17H22N2O3S2,366.4982,27290,0.0,NCGC00254382-01,CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7facf942df90>,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0
3942,C24H27N3O4,421.4889,12550,0.0,NCGC00254802-01,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7facf9436270>,0.0,1.0,,,0.0,,,0.0,0.0,0.0,0.0
3943,C18H19N3O,293.363,28143,,NCGC00249415-01,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7facf94363c0>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3944,C22H27N3O3S,413.5331,27347,0.0,NCGC00253949-01,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,<rdkit.Chem.rdchem.Mol object at 0x7facf94364a0>,0.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0
3946,C14H16N4O,256.303,26223,,NCGC00160548-01,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7facf9436660>,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3948,C28H35ClN4O,479.0567,28772,0.0,NCGC00183853-01,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,<rdkit.Chem.rdchem.Mol object at 0x7facf9436890>,0.0,,,0.0,1.0,0.0,,,0.0,0.0,0.0
3952,C36H40ClF2N5O3S,696.2493,27311,0.0,NCGC00254069-01,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7facf9436c80>,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0
3956,C20H34O5,354.481,2946,,NCGC00160385-01,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7facf943c040>,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3961,C10H6N2O3,202.1662,25216,,NCGC00016046-02,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7facf943c580>,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3963,C26H43NO3,417.6245,25669,,NCGC00024885-01,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x7facf943c7b0>,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3975,C20H11N2Na3O10S3,604.473,1232,0.0,NCGC00165983-01,O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7facf9441270>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,C23H34O5,390.5131,20684,,NCGC00095942-01,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,<rdkit.Chem.rdchem.Mol object at 0x7facf9441350>,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,C14H16O2,216.2756,25904,,NCGC00095068-01,COc1ccc2cc([C@H](C)CO)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7facf9441430>,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
3978,C26H56NO5PS,525.7653,28934,,NCGC00165808-01,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7facf9441510>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3979,C26H42O4,418.6093,28574,,NCGC00183596-01,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7facf9441660>,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
3980,C15H19NO4,277.3157,7585,1.0,NCGC00256843-01,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7facf9441740>,0.0,1.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0
3985,C27H34F2O7,508.5515,26773,,NCGC00168749-01,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x7facf9441c10>,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
3989,C15H16N2O,240.3003,26220,,NCGC00160545-01,CC(NNC(=O)c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7facf9441f90>,0.0,,,0.0,,1.0,1.0,0.0,0.0,1.0,0.0
3992,C14H15N3,225.289,12359,,NCGC00254846-01,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7facf94492e0>,0.0,,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0
3996,C28H35Cl3N2,505.9499,25091,,NCGC00013315-01,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x7facf94496d0>,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
3997,C15H11ClN2O2,286.713,1087,0.0,NCGC00159323-02,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,<rdkit.Chem.rdchem.Mol object at 0x7facf9449820>,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3999,C19H25N3O2S2,391.5507,3076,,NCGC00249414-01,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7facf94499e0>,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4004,C20H24N2O6S,420.4794,26827,,NCGC00181048-01,CS(=O)(=O)O.O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7facf9449f20>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4006,C6H9ClN2O4S,240.6647,284,0.0,NCGC00258862-01,Nc1ccc(N)c(Cl)c1.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7facf944e120>,0.0,1.0,,0.0,1.0,1.0,,0.0,0.0,0.0,
4009,C61H90N18O25S3,1571.6679,28539,,NCGC00182036-01,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7facf944e3c0>,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
4010,C27H33NO3,419.5558,25544,,NCGC00017014-01,C[C@@H](Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1.C[C@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7facf944e4a0>,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4011,C19H22O2,282.3768,29003,,NCGC00183658-01,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7facf944e5f0>,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
4014,C14H14N2O2,242.2732,25694,,NCGC00026844-02,Cc1cccc(Nc2ncccc2C(=O)O)c1C,<rdkit.Chem.rdchem.Mol object at 0x7facf944e890>,0.0,,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
4019,C28H36O3,420.5836,28638,,NCGC00160504-01,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7facf944ed60>,1.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
4020,C21H19Cl2N3O6S3,576.4931,28672,,NCGC00249417-01,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x7facf944ee40>,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
4022,C25H29NO2,375.5033,28775,0.0,NCGC00181913-02,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e040>,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0
4023,C18H20O2,268.3502,20770,,NCGC00090749-04,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e120>,0.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4025,C21H27NO4,357.4434,3345,,NCGC00162275-02,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e2e0>,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4026,C20H14O2S2,350.454,5429,1.0,NCGC00257271-01,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e3c0>,0.0,1.0,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0
4029,C18H33KO3,336.5511,22322,,NCGC00169077-02,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-].[K+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e6d0>,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4030,C2HBr5,424.5493,5830,,NCGC00258125-01,BrC(Br)C(Br)(Br)Br,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e7b0>,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0
4032,C20H29FO3,336.4409,13512,0.0,NCGC00182970-01,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x7fad19c4e970>,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4042,C16H21NO2,259.3434,25951,,NCGC00095187-01,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,<rdkit.Chem.rdchem.Mol object at 0x7fad19c53270>,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
4043,C24H32O4,384.5085,3000,,NCGC00159328-02,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x7fad19c53350>,1.0,,,1.0,0.0,0.0,1.0,0.0,,0.0,1.0
4045,C23H32O3,356.4984,3004,,NCGC00094673-01,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7fad19c53510>,1.0,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
4050,C14H19NO,217.3068,582,,NCGC00016348-02,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,<rdkit.Chem.rdchem.Mol object at 0x7fad19c53a50>,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4053,C22H20ClF3N4O2,464.868,27322,0.0,NCGC00254229-01,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fad19c53cf0>,0.0,1.0,,0.0,0.0,1.0,,,0.0,,0.0
4061,C17H12Cl2N4,343.21,26763,,NCGC00168258-01,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,<rdkit.Chem.rdchem.Mol object at 0x7fad19c595f0>,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4067,C8H2F17NO2S,499.1448,18939,1.0,NCGC00254527-01,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fad19c59c80>,0.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
4070,C24H25ClFN5O3,485.9384,28869,1.0,NCGC00182713-01,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c59f20>,0.0,1.0,,1.0,0.0,,1.0,0.0,1.0,,
4074,C6H17N3,131.2193,5440,0.0,NCGC00260393-01,NCCCNCCCN,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5e350>,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
4075,C27H44O3,416.6365,28566,,NCGC00182706-01,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5e430>,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
4078,C14H13NO2,227.2585,26234,,NCGC00160564-01,NC(=O)Oc1ccc(Cc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5e740>,0.0,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4079,C13H11NO3,229.2313,22244,,NCGC00160580-01,O=C(Nc1ccc(O)cc1)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5e820>,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
4080,C29H27ClN2O14S,695.0477,25596,,NCGC00017134-01,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5e900>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4083,C25H28O3,376.488,2998,,NCGC00021274-03,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c5eba0>,1.0,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0
4093,C15H17Cl2N3O,326.221,20363,0.0,NCGC00254791-01,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c646d0>,0.0,1.0,,0.0,,1.0,,,0.0,0.0,0.0
4094,C15H13NO3S2,319.3986,26479,,NCGC00164613-01,CC(=C\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c647b0>,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
4098,C10H12O3,180.2005,2527,0.0,NCGC00090965-03,CCCOC(=O)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c64b30>,0.0,,,1.0,,1.0,1.0,0.0,0.0,0.0,0.0
4099,C40H58O4,602.8861,1084,0.0,NCGC00167478-01,COc1cc(/C=C/C(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c64c10>,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
4100,C21H23N3OS,365.4918,25910,,NCGC00095086-01,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7fad19c64cf0>,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
4101,C18H22O4,302.3649,25178,,NCGC00015741-06,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c64dd0>,0.0,,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0
4104,C17H18N2S2,314.4682,26257,,NCGC00160606-01,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b120>,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4106,C20H8Br2HgNa2O6,750.6515,25545,,NCGC00017018-01,O=C1OC2(c3cc(Br)c([O-])cc3Oc3c2cc(Br)c([O-])c3[Hg]O)c2ccccc21.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b2e0>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4107,C23H30Cl2NNa2O6P,564.3467,28879,,NCGC00185756-01,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b3c0>,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
4109,C19H17N2NaO4S,392.404,28596,,NCGC00181773-01,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b580>,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
4111,C22H28ClNaO6,446.8969,26500,,NCGC00165774-02,O=C([O-])CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b7b0>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4112,C30H45NNaO7P,585.6443,26621,,NCGC00167432-01,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b890>,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
4113,C15H17I3NNaO3,663.0036,3729,,NCGC00181094-01,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fad19c6b970>,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
4114,C11H13BrN2O5,333.1353,25755,,NCGC00093656-01,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,<rdkit.Chem.rdchem.Mol object at 0x7fad19c6ba50>,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4117,C13H10O3,214.2167,25699,,NCGC00063341-02,C#CCOc1ccc2c(C)cc(=O)oc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c6bdd0>,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
4118,C31H40O2,444.6481,28895,,NCGC00183125-01,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c6beb0>,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4119,C26H34O7,458.544,20736,0.0,NCGC00163699-01,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72040>,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,C28H46O,398.6642,2938,,NCGC00166147-02,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72120>,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
4122,C20H12,252.3093,139,1.0,NCGC00258264-01,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,<rdkit.Chem.rdchem.Mol object at 0x7fad19c722e0>,0.0,1.0,,,1.0,,,1.0,1.0,0.0,1.0
4123,C23H34O3,358.5143,28868,,NCGC00160652-02,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c723c0>,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
4124,C11H10O3,190.1953,5926,,NCGC00260013-01,CC(=O)C=Cc1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7fad19c724a0>,0.0,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
4125,C21H30O3,330.4611,380,0.0,NCGC00016544-01,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72580>,0.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4126,C14H22O2,222.3233,21248,0.0,NCGC00254338-01,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72660>,0.0,1.0,,0.0,0.0,1.0,,,,0.0,0.0
4128,C15H16O,212.2869,2536,0.0,NCGC00258849-01,CC(C)(c1ccccc1)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72820>,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,,0.0,0.0
4132,C12H13N3O2,231.2505,3171,,NCGC00016267-01,Cc1cc(C(=O)NNCc2ccccc2)no1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c72c10>,0.0,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
4136,C26H41NO10,527.6044,26608,,NCGC00166411-01,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad19c78040>,0.0,,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0
4138,C22H27Cl3N2OS,473.8866,25332,,NCGC00016525-01,Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fad19c782e0>,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
4143,C17H22ClNO,291.8157,537,0.0,NCGC00015335-09,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fad19c787b0>,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4145,C27H39ClN2O4,491.0626,14095,0.0,NCGC00258732-01,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x7fad19c78970>,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
